name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
Yoga Moves TERWIJDE,"['Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Musicallaan 163,https://urbansportsclub.com//en/venues/yoga-moves-terwijde-studio,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Yoga Moves TERWIJDE', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3543 EC', 'streetAddress': 'Musicallaan 163'}, 'telephone': '+44 630326059', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1032321', 'longitude': '5.0436708'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_sxt6k01rsbvlvjx7g4vu_1729691074608489.png?generation=1729691074654638&amp;alt=media'}",52.1032321,5.0436708,
Newstyle Healthcenters Hoograven,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuid,Hoogravenseweg 28,https://urbansportsclub.com//en/venues/newstyle-healthcenters-hoograven,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters Hoograven', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3523 TJ', 'streetAddress': 'Hoogravenseweg 28'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0700857', 'longitude': '5.1197103'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_n1ovfwvup5pxzbvss19x_172658097058449.png?generation=1726580970166961&amp;alt=media'}",52.0700857,5.1197103,
Newstyle Healthcenters Croesel,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Van der Goesstraat 52,https://urbansportsclub.com//en/venues/newstyle-healthcenters-croesel,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters Croesel', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3521 TM', 'streetAddress': 'Van der Goesstraat 52'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0837775', 'longitude': '5.1118997'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_b5nijlvhgijl5zp8pgtw_1726670445727239.png?generation=1726670445858056&amp;alt=media'}",52.0837775,5.1118997,
Newstyle Healthcenters De Meern,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Vleuten-De Meern,Castellumlaan 4,https://urbansportsclub.com//en/venues/newstyle-healthcenters-de-meern,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters De Meern', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3454 VB', 'streetAddress': 'Castellumlaan 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.083532', 'longitude': '5.0364412'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_l4ec69i2vhzaotbvwlzr_1726580051348913.png?generation=1726580051484379&amp;alt=media'}",52.083532,5.0364412,
Newstyle Healthcenters Maarssen,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Ambachtsweg 54,https://urbansportsclub.com//en/venues/newstyle-healthcenters-maarssen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Newstyle Healthcenters Maarssen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3542 DH', 'streetAddress': 'Ambachtsweg 54'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1238523', 'longitude': '5.0488398'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_4368x2456_gmjsmbkcjmjewqxgvh5o_1726583229738381.png?generation=1726583230005310&amp;alt=media'}",52.1238523,5.0488398,
AcroYoga studio,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Ravellaan 13,https://urbansportsclub.com//en/venues/acroyoga-studio,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'AcroYoga studio', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3533 JE', 'streetAddress': 'Ravellaan 13'}, 'telephone': '+44 681143464', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0848615', 'longitude': '5.0937672'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1384x778_vklmcnhx5gerzgulfmzm_1732107800554051.png?generation=1732107800665023&amp;alt=media'}",52.0848615,5.0937672,
Active Circle Utrecht (Majoor Bosshardt Plantsoen),['Bootcamp'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Willem Arntszkade,https://urbansportsclub.com//en/venues/active-circle-utrecht-majoor-bosshardt-plantsoen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Active Circle Utrecht (Majoor Bosshardt Plantsoen)', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3515 XM', 'streetAddress': 'Willem Arntszkade'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.103815336', 'longitude': '5.123937367'}, 'priceRange': '-', 'image': 'https://urbansportsclub.com/images/merchant/venueHome.jpg'}",52.103815336,5.123937367,
Ananta Yoga Jez,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Cartesiusweg 11,https://urbansportsclub.com//en/venues/ananta-yoga-jez,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Ananta Yoga Jez', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3534 BA', 'streetAddress': 'Cartesiusweg 11'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1033818', 'longitude': '5.0880212'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_bsvygwtezq9u5gfxu22a_1727427645410221.png?generation=1727427645521944&amp;alt=media'}",52.1033818,5.0880212,
Anna's Yoga Tree Stella Maris,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Overvecht,Jagerskade 4,https://urbansportsclub.com//en/venues/annas-yoga-tree-stella-maris,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Anna&#039;s Yoga Tree Stella Maris', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3552 TL', 'streetAddress': 'Jagerskade 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1069552', 'longitude': '5.1075319'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_ss6ex1twvfxo7fbntn6f_172742933112073.png?generation=1727429331153498&amp;alt=media'}",52.1069552,5.1075319,
Anna's Yoga Tree homestudio,['Yoga'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Overvecht,Bagdaddreef 2,https://urbansportsclub.com//en/venues/annas-yoga-tree-homestudio,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Anna&#039;s Yoga Tree homestudio', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3564 HA', 'streetAddress': 'Bagdaddreef 2'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1246494', 'longitude': '5.1027865'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_pjrbfvuqti6qhr29xeot_1727429569139201.png?generation=1727429569223663&amp;alt=media'}",52.1246494,5.1027865,
ApenkooiGym - Zuilense Bos,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Overvecht,Slotlaan,https://urbansportsclub.com//en/venues/zuilense-bos,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'ApenkooiGym - Zuilense Bos', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3611 AR', 'streetAddress': 'Slotlaan'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.127237', 'longitude': '5.0755998'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_sulhkyts0beuof40yojc_1727432032561469.png?generation=1727432032648613&amp;alt=media'}",52.127237,5.0755998,
Bodysports,"['Fitness', 'Indoor Cycling', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Overvecht,Kanaalweg 94-A,https://urbansportsclub.com//en/venues/bodysports,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Bodysports', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3533 HH', 'streetAddress': 'Kanaalweg 94-A'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0892962', 'longitude': '5.0880471'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_drba1iawya70wb7jv3iu_1726834737867591.png?generation=1726834737956530&amp;alt=media'}",52.0892962,5.0880471,
Bold Performance,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Dupondiusstraat,https://urbansportsclub.com//en/venues/bold-performance,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Bold Performance', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3528 BG', 'streetAddress': 'Dupondiusstraat'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0864692', 'longitude': '5.0781283'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_dhjr9btes49raaalhnop_172776784557635.png?generation=1727767845193011&amp;alt=media'}",52.0864692,5.0781283,
Box&Joy Sportcentrum,['Bootcamp'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Minister Talmastraat 20,https://urbansportsclub.com//en/venues/sportcentrum-boxjoy,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Box&amp;Joy Sportcentrum', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3555 GH', 'streetAddress': 'Minister Talmastraat 20'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.1168888', 'longitude': '5.0732372'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_ey2s9ckwkupywp5gcubz_1727770506774635.png?generation=1727770506873929&amp;alt=media'}",52.1168888,5.0732372,
Capoeira Angola Utrecht Centrum bij de Buren,['Capoeira'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Leidsche Rijn,Eerste Oosterparklaan 75,https://urbansportsclub.com//en/venues/capoeira-angola-utrecht-centrum-bij-de-buren,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Capoeira Angola Utrecht Centrum bij de Buren', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3544 AK', 'streetAddress': 'Eerste Oosterparklaan 75'}, 'telephone': '+44 645750557', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0883089', 'longitude': '5.0540093'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_960x540_ocnl8hj2bxv87xo7hyjx_1727428741818000.png?generation=1727428741918216&amp;alt=media'}",52.0883089,5.0540093,
Capoeira Angola Utrecht de Koekoek,['Capoeira'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Koekoeksplein 2a,https://urbansportsclub.com//en/venues/capoeira-angola-utrecht-de-koekoek,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Capoeira Angola Utrecht de Koekoek', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3514 TT', 'streetAddress': 'Koekoeksplein 2a'}, 'telephone': '+44 645750557', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.098658575', 'longitude': '5.11719608'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_960x540_zgrzxyvlpixynhbojlfb_1727428808512158.png?generation=1727428808651583&amp;alt=media'}",52.098658575,5.11719608,
Capoeira Brasil,['Capoeira'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Amsterdamsestraatweg 3,https://urbansportsclub.com//en/venues/capoeira-brasil,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Capoeira Brasil', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3513 AA', 'streetAddress': 'Amsterdamsestraatweg 3'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0958721', 'longitude': '5.1093089'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_af5g3igbeblhgox1rftz_1726733973547231.png?generation=1726733973681955&amp;alt=media'}",52.0958721,5.1093089,
Curly Moves - Majellapark,"['Bootcamp', 'Dance', 'Fitness', 'Pilates']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Majellapark,https://urbansportsclub.com//en/venues/majellapark,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Curly Moves - Majellapark', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3532', 'streetAddress': 'Majellapark'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0951766', 'longitude': '5.0893854'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_gyrxhjloasu1jejxrvuj_1727856858984169.png?generation=1727856859094427&amp;alt=media'}",52.0951766,5.0893854,
Curly Moves - Majoor Bosshardt Plantsoen,['Functional Training'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Kardinaal de Jongweg,https://urbansportsclub.com//en/venues/curly-moves-majoor-bosshardt-plantsoen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Curly Moves - Majoor Bosshardt Plantsoen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3571 SR', 'streetAddress': 'Kardinaal de Jongweg'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.104211298', 'longitude': '5.124730866'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_qkkysdkpehtck9uvxysd_1727857055352066.png?generation=1727857055468503&amp;alt=media'}",52.104211298,5.124730866,
Curly Moves - Studio Wittevrouwen,"['Barre', 'Bootcamp', 'Fitness', 'Functional Training', 'Pilates', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Bouwstraat 45g,https://urbansportsclub.com//en/venues/studio-wittevrouwen,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Curly Moves - Studio Wittevrouwen', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3572 SP', 'streetAddress': 'Bouwstraat 45g'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0968951', 'longitude': '5.1316514'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_z0vzsvtuzp6odwmxhru5_1727857152340231.png?generation=1727857152455681&amp;alt=media'}",52.0968951,5.1316514,
De Workout Club - Workout Bootcamp Griftpark,['Fitness'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Grifthoek,https://urbansportsclub.com//en/venues/workout-bootcamp-griftpark,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'De Workout Club - Workout Bootcamp Griftpark', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3514 AL', 'streetAddress': 'Grifthoek'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.099797935', 'longitude': '5.128169362'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_a6jaee7nyjuv09p1sibb_1727512764110511.png?generation=1727512764170712&amp;alt=media'}",52.099797935,5.128169362,
Entertrainen - Buurtcentrum Rosa Lombok,"['Dance', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Malakkastraat 6,https://urbansportsclub.com//en/venues/buurtcentrum-rosa-lombok,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen - Buurtcentrum Rosa Lombok', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3531 HM', 'streetAddress': 'Malakkastraat 6'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0901335', 'longitude': '5.0955018'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_y5notxaesjoklftwjwle_1727780840556956.png?generation=1727780840646550&amp;alt=media'}",52.0901335,5.0955018,
Entertrainen - Dansstudio 020,"['Barre', 'Dance']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Binnenstad,Domplein 4,https://urbansportsclub.com//en/venues/dansstudio-020,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen - Dansstudio 020', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3512 JC', 'streetAddress': 'Domplein 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0912527', 'longitude': '5.1214587'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_z2dalztiujdtftheau8v_1727780965780464.png?generation=1727780965872569&amp;alt=media'}",52.0912527,5.1214587,
Entertrainen - Gymzaal,"['Dance', 'Fitness']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Van Imhoffstraat 2,https://urbansportsclub.com//en/venues/gymzaal,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen - Gymzaal', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3531 HW', 'streetAddress': 'Van Imhoffstraat 2'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0917057', 'longitude': '5.0953119'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_jdm9bbo2jbzif5uahtln_1727781023306984.png?generation=1727781023394976&amp;alt=media'}",52.0917057,5.0953119,
Entertrainen - Hart van Hoograven,['Dance'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordwest,'t Goylaan 77,https://urbansportsclub.com//en/venues/hart-van-hoograven,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen - Hart van Hoograven', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3525 AB', 'streetAddress': '&#039;t Goylaan 77'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0656946', 'longitude': '5.1207492'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_h8trcrbyfvl9i0m8dzck_1727780864959258.png?generation=1727780865065968&amp;alt=media'}",52.0656946,5.1207492,
Entertrainen - Theaterhuis De Berenkuil,['Dance'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Biltstraat 166,https://urbansportsclub.com//en/venues/theaterhuis-de-berenkuil,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen - Theaterhuis De Berenkuil', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3572 BP', 'streetAddress': 'Biltstraat 166'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0957918', 'longitude': '5.1360048'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_fwibzndwkq1kmqmsanuo_1727780915635786.png?generation=1727780915732126&amp;alt=media'}",52.0957918,5.1360048,
Entertrainen - Wilhelminapark,"['Dance', 'Yoga']",False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Noordoost,Wilhelminapark,https://urbansportsclub.com//en/venues/wilhelminapark-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen - Wilhelminapark', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3581', 'streetAddress': 'Wilhelminapark'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.086900067', 'longitude': '5.140080788'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_gezlqdxfmxpt3krwzlgb_1727781001277979.png?generation=1727781001348537&amp;alt=media'}",52.086900067,5.140080788,
Entertrainen -Buurtcentrum de Uithoek jongerensoos,['Dance'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,2e Daalsedijk 2B,https://urbansportsclub.com//en/venues/buurtcentrum-de-uithoek-jongerensoos,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Entertrainen -Buurtcentrum de Uithoek jongerensoos', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3551 EJ', 'streetAddress': '2e Daalsedijk 2B'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0977846', 'longitude': '5.1030274'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_w2fkyyuvryinqofiukpl_172778088995029.png?generation=1727780889190694&amp;alt=media'}",52.0977846,5.1030274,
FLOW-MOTION Merwedekade,['Bootcamp'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Zuidwest,Heycopstraat 1,https://urbansportsclub.com//en/venues/flowmotion-merwedekade,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'FLOW-MOTION Merwedekade', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3521 EN', 'streetAddress': 'Heycopstraat 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.078786', 'longitude': '5.1095253'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_qigtlohmdgmeoqf5vjdc_1728032667819527.png?generation=1728032667909800&amp;alt=media'}",52.078786,5.1095253,
FLOW-MOTION UTRECHT,['Running'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,West,Everard Meijsterlaan 1,https://urbansportsclub.com//en/venues/flowmotion-utrecht-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'FLOW-MOTION UTRECHT', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3533 CK', 'streetAddress': 'Everard Meijsterlaan 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0886174', 'longitude': '5.0903791'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_mfgmprs4de83ym9r1cvi_1728032682909304.png?generation=1728032683000632&amp;alt=media'}",52.0886174,5.0903791,
Fightingclub Lloyd van Dams,['Mixed Martial Arts'],False,"['Essential', 'Classic', 'Premium', 'Max']",Essential,Vleuten-De Meern,Gessel 4,https://urbansportsclub.com//en/venues/fightingclub-lloyd-van-dams,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Fightingclub Lloyd van Dams', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Utrecht, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '3454 MZ', 'streetAddress': 'Gessel 4'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0726812', 'longitude': '5.0428424'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_qh1oauzvb2ia2bfuexhx_1727941555241755.png?generation=1727941555338458&amp;alt=media'}",52.0726812,5.0428424,
